Age,Age_Band ,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,DistanceFromHome_Band,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,HourlyRate_Band,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyIncome_Band,MonthlyRate,NumCompaniesWorked,NumCompaniesWorked_Band,Over18,OverTime,PercentSalaryHike,PercentSalaryHike_Band,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TotalWorkingYears_Band,TrainingTimesLastYear,TrainingTimesLastYear_Band,WorkLifeBalance,YearsAtCompany,YearsAtCompany_Band,YearsInCurrentRole,YearsInCurrentRole_Band,YearsSinceLastPromotion,YearsSinceLastPromotion_Band,YearsWithCurrManager,YearsWithCurrManager_Band
51,>50 yrs old,No,Travel_Rarely,942,Research & Development,3,0-10KM,3,Technical Degree,1,1786,1,Female,53,RM31-RM60,3,3,Manager,3,Married,13116,RM10001-RM15000,22984,2,0-2,Y,No,11,11-15%,3,4,80,0,15,>9 years,2,0-2 hours,3,2,0-3 years,2,0-3 years,2,0-3 years,2,0-3 years
37,31-40 yrs old,No,Travel_Rarely,589,Sales,9,0-10KM,2,Marketing,1,1787,2,Male,46,RM31-RM60,2,2,Sales Executive,2,Married,4189,RM0-RM5000,8800,1,0-2,Y,No,14,11-15%,3,1,80,2,5,4-6 years,2,0-2 hours,3,5,4-6 years,2,0-3 years,0,0-3 years,3,0-3 years
46,41-50 yrs old,No,Travel_Rarely,734,Research & Development,2,0-10KM,4,Medical,1,1789,3,Male,46,RM31-RM60,3,5,Research Director,4,Divorced,19328,>RM15000,14218,7,>5,Y,Yes,17,16-20%,3,3,80,1,24,>9 years,3,3-5 hours,3,2,0-3 years,1,0-3 years,2,0-3 years,2,0-3 years
36,31-40 yrs old,No,Travel_Rarely,1383,Research & Development,10,0-10KM,3,Life Sciences,1,1790,4,Male,90,RM61-RM90,3,3,Healthcare Representative,1,Married,8321,RM5001-RM10000,25949,7,>5,Y,Yes,13,11-15%,3,4,80,1,15,>9 years,1,0-2 hours,3,12,>9 years,8,7-9 years,5,4-6 years,7,7-9 years
44,41-50 yrs old,Yes,Travel_Frequently,429,Research & Development,1,0-10KM,2,Medical,1,1792,3,Male,99,>RM90,3,1,Research Scientist,2,Divorced,2342,RM0-RM5000,11092,1,0-2,Y,Yes,12,11-15%,3,3,80,3,6,4-6 years,2,0-2 hours,2,5,4-6 years,3,0-3 years,2,0-3 years,3,0-3 years
37,31-40 yrs old,No,Travel_Rarely,1239,Human Resources,8,0-10KM,2,Other,1,1794,3,Male,89,RM61-RM90,3,2,Human Resources,2,Divorced,4071,RM0-RM5000,12832,2,0-2,Y,No,13,11-15%,3,3,80,0,19,>9 years,4,3-5 hours,2,10,>9 years,0,0-3 years,4,4-6 years,7,7-9 years
35,31-40 yrs old,Yes,Travel_Rarely,303,Sales,27,>20KM,3,Life Sciences,1,1797,3,Male,84,RM61-RM90,3,2,Sales Executive,4,Single,5813,RM5001-RM10000,13492,1,0-2,Y,Yes,18,16-20%,3,4,80,0,10,>9 years,2,0-2 hours,3,10,>9 years,7,7-9 years,7,7-9 years,7,7-9 years
33,31-40 yrs old,No,Travel_Rarely,867,Research & Development,8,0-10KM,4,Life Sciences,1,1798,4,Male,90,RM61-RM90,4,1,Research Scientist,1,Married,3143,RM0-RM5000,6076,6,>5,Y,No,19,16-20%,3,2,80,1,14,>9 years,1,0-2 hours,3,10,>9 years,8,7-9 years,7,7-9 years,6,4-6 years
28,21-30 yrs old,No,Travel_Rarely,1181,Research & Development,1,0-10KM,3,Life Sciences,1,1799,3,Male,82,RM61-RM90,3,1,Research Scientist,4,Married,2044,RM0-RM5000,5531,1,0-2,Y,No,11,11-15%,3,3,80,1,5,4-6 years,6,>5 hours,4,5,4-6 years,3,0-3 years,0,0-3 years,3,0-3 years
39,31-40 yrs old,No,Travel_Rarely,1253,Research & Development,10,0-10KM,1,Medical,1,1800,3,Male,65,RM61-RM90,3,3,Research Director,3,Single,13464,RM10001-RM15000,7914,7,>5,Y,No,21,>20%,4,3,80,0,9,7-9 years,3,3-5 hours,3,4,4-6 years,3,0-3 years,2,0-3 years,2,0-3 years
46,41-50 yrs old,No,Non-Travel,849,Sales,26,>20KM,2,Life Sciences,1,1801,2,Male,98,>RM90,2,2,Sales Executive,2,Single,7991,RM5001-RM10000,25166,8,>5,Y,No,15,11-15%,3,3,80,0,6,4-6 years,3,3-5 hours,3,2,0-3 years,2,0-3 years,2,0-3 years,2,0-3 years
40,31-40 yrs old,No,Travel_Rarely,616,Research & Development,2,0-10KM,2,Life Sciences,1,1802,3,Female,99,>RM90,3,1,Laboratory Technician,1,Married,3377,RM0-RM5000,25605,4,3-5,Y,No,17,16-20%,3,4,80,1,7,7-9 years,5,3-5 hours,2,4,4-6 years,3,0-3 years,0,0-3 years,2,0-3 years
42,41-50 yrs old,No,Travel_Rarely,1128,Research & Development,13,11-20KM,3,Medical,1,1803,2,Male,95,>RM90,4,2,Healthcare Representative,1,Married,5538,RM5001-RM10000,5696,5,3-5,Y,No,18,16-20%,3,3,80,2,10,>9 years,2,0-2 hours,2,0,0-3 years,0,0-3 years,0,0-3 years,0,0-3 years
35,31-40 yrs old,No,Non-Travel,1180,Research & Development,2,0-10KM,2,Medical,1,1804,2,Male,90,RM61-RM90,3,2,Manufacturing Director,4,Divorced,5762,RM5001-RM10000,24442,2,0-2,Y,No,14,11-15%,3,3,80,1,15,>9 years,6,>5 hours,3,7,7-9 years,7,7-9 years,1,0-3 years,7,7-9 years
38,31-40 yrs old,No,Non-Travel,1336,Human Resources,2,0-10KM,3,Human Resources,1,1805,1,Male,100,>RM90,3,1,Human Resources,2,Divorced,2592,RM0-RM5000,7129,5,3-5,Y,No,13,11-15%,3,4,80,3,13,>9 years,3,3-5 hours,3,11,>9 years,10,>9 years,3,0-3 years,8,7-9 years
34,31-40 yrs old,Yes,Travel_Frequently,234,Research & Development,9,0-10KM,4,Life Sciences,1,1807,4,Male,93,>RM90,3,2,Laboratory Technician,1,Married,5346,RM5001-RM10000,6208,4,3-5,Y,No,17,16-20%,3,3,80,1,11,>9 years,3,3-5 hours,2,7,7-9 years,1,0-3 years,0,0-3 years,7,7-9 years
37,31-40 yrs old,Yes,Travel_Rarely,370,Research & Development,10,0-10KM,4,Medical,1,1809,4,Male,58,RM31-RM60,3,2,Manufacturing Director,1,Single,4213,RM0-RM5000,4992,1,0-2,Y,No,15,11-15%,3,2,80,0,10,>9 years,4,3-5 hours,1,10,>9 years,3,0-3 years,0,0-3 years,8,7-9 years
39,31-40 yrs old,No,Travel_Frequently,766,Sales,20,11-20KM,3,Life Sciences,1,1812,3,Male,83,RM61-RM90,3,2,Sales Executive,4,Divorced,4127,RM0-RM5000,19188,2,0-2,Y,No,18,16-20%,3,4,80,1,7,7-9 years,6,>5 hours,3,2,0-3 years,1,0-3 years,2,0-3 years,2,0-3 years
43,41-50 yrs old,No,Non-Travel,343,Research & Development,9,0-10KM,3,Life Sciences,1,1813,1,Male,52,RM31-RM60,3,1,Research Scientist,3,Single,2438,RM0-RM5000,24978,4,3-5,Y,No,13,11-15%,3,3,80,0,7,7-9 years,2,0-2 hours,2,3,0-3 years,2,0-3 years,1,0-3 years,2,0-3 years
41,41-50 yrs old,No,Travel_Rarely,447,Research & Development,5,0-10KM,3,Life Sciences,1,1814,2,Male,85,RM61-RM90,4,2,Healthcare Representative,2,Single,6870,RM5001-RM10000,15530,3,3-5,Y,No,12,11-15%,3,1,80,0,11,>9 years,3,3-5 hours,1,3,0-3 years,2,0-3 years,1,0-3 years,2,0-3 years
41,41-50 yrs old,No,Travel_Rarely,796,Sales,4,0-10KM,1,Marketing,1,1815,3,Female,81,RM61-RM90,3,3,Sales Executive,3,Divorced,10447,RM10001-RM15000,26458,0,0-2,Y,Yes,13,11-15%,3,4,80,1,23,>9 years,3,3-5 hours,4,22,>9 years,14,>9 years,13,>9 years,5,4-6 years
30,21-30 yrs old,No,Travel_Rarely,1092,Research & Development,10,0-10KM,3,Medical,1,1816,1,Female,64,RM61-RM90,3,3,Manufacturing Director,3,Single,9667,RM5001-RM10000,2739,9,>5,Y,No,14,11-15%,3,2,80,0,9,7-9 years,3,3-5 hours,3,7,7-9 years,7,7-9 years,0,0-3 years,2,0-3 years
26,21-30 yrs old,Yes,Travel_Rarely,920,Human Resources,20,11-20KM,2,Medical,1,1818,4,Female,69,RM61-RM90,3,1,Human Resources,2,Married,2148,RM0-RM5000,6889,0,0-2,Y,Yes,11,11-15%,3,3,80,0,6,4-6 years,3,3-5 hours,3,5,4-6 years,1,0-3 years,1,0-3 years,4,4-6 years
46,41-50 yrs old,Yes,Travel_Rarely,261,Research & Development,21,>20KM,2,Medical,1,1821,4,Female,66,RM61-RM90,3,2,Healthcare Representative,2,Married,8926,RM5001-RM10000,10842,4,3-5,Y,No,22,>20%,4,4,80,1,13,>9 years,2,0-2 hours,4,9,7-9 years,7,7-9 years,3,0-3 years,7,7-9 years
40,31-40 yrs old,No,Travel_Rarely,1194,Research & Development,1,0-10KM,3,Life Sciences,1,1822,3,Female,52,RM31-RM60,3,2,Healthcare Representative,4,Divorced,6513,RM5001-RM10000,9060,4,3-5,Y,No,17,16-20%,3,4,80,1,12,>9 years,3,3-5 hours,3,5,4-6 years,3,0-3 years,0,0-3 years,3,0-3 years
34,31-40 yrs old,No,Travel_Rarely,810,Sales,8,0-10KM,2,Technical Degree,1,1823,2,Male,92,>RM90,4,2,Sales Executive,3,Married,6799,RM5001-RM10000,22128,1,0-2,Y,No,21,>20%,4,3,80,2,10,>9 years,5,3-5 hours,3,10,>9 years,8,7-9 years,4,4-6 years,8,7-9 years
58,>50 yrs old,No,Non-Travel,350,Sales,2,0-10KM,3,Medical,1,1824,2,Male,52,RM31-RM60,3,4,Manager,2,Divorced,16291,>RM15000,22577,4,3-5,Y,No,22,>20%,4,4,80,1,37,>9 years,0,0-2 hours,2,16,>9 years,9,7-9 years,14,>9 years,14,>9 years
35,31-40 yrs old,No,Travel_Rarely,185,Research & Development,23,>20KM,4,Medical,1,1826,2,Male,91,>RM90,1,1,Laboratory Technician,3,Married,2705,RM0-RM5000,9696,0,0-2,Y,No,16,16-20%,3,2,80,1,6,4-6 years,2,0-2 hours,4,5,4-6 years,4,4-6 years,0,0-3 years,3,0-3 years
47,41-50 yrs old,No,Travel_Rarely,1001,Research & Development,4,0-10KM,3,Life Sciences,1,1827,3,Female,92,>RM90,2,3,Manufacturing Director,2,Divorced,10333,RM10001-RM15000,19271,8,>5,Y,Yes,12,11-15%,3,3,80,1,28,>9 years,4,3-5 hours,3,22,>9 years,11,>9 years,14,>9 years,10,>9 years
40,31-40 yrs old,No,Travel_Rarely,750,Research & Development,12,11-20KM,3,Life Sciences,1,1829,2,Female,47,RM31-RM60,3,2,Healthcare Representative,1,Divorced,4448,RM0-RM5000,10748,2,0-2,Y,No,12,11-15%,3,2,80,1,15,>9 years,3,3-5 hours,3,7,7-9 years,4,4-6 years,7,7-9 years,7,7-9 years
54,>50 yrs old,No,Travel_Rarely,431,Research & Development,7,0-10KM,4,Medical,1,1830,4,Female,68,RM61-RM90,3,2,Research Scientist,4,Married,6854,RM5001-RM10000,15696,4,3-5,Y,No,15,11-15%,3,2,80,1,14,>9 years,2,0-2 hours,2,7,7-9 years,1,0-3 years,1,0-3 years,7,7-9 years
31,31-40 yrs old,No,Travel_Frequently,1125,Sales,7,0-10KM,4,Marketing,1,1833,1,Female,68,RM61-RM90,3,3,Sales Executive,1,Married,9637,RM5001-RM10000,8277,2,0-2,Y,No,14,11-15%,3,4,80,2,9,7-9 years,3,3-5 hours,3,3,0-3 years,2,0-3 years,2,0-3 years,2,0-3 years
28,21-30 yrs old,No,Travel_Rarely,1217,Research & Development,1,0-10KM,3,Medical,1,1834,3,Female,67,RM61-RM90,3,1,Research Scientist,1,Married,3591,RM0-RM5000,12719,1,0-2,Y,No,25,>20%,4,3,80,1,3,0-3 years,3,3-5 hours,3,3,0-3 years,2,0-3 years,1,0-3 years,2,0-3 years
38,31-40 yrs old,No,Travel_Rarely,723,Sales,2,0-10KM,4,Marketing,1,1835,2,Female,77,RM61-RM90,1,2,Sales Representative,4,Married,5405,RM5001-RM10000,4244,2,0-2,Y,Yes,20,16-20%,4,1,80,2,20,>9 years,4,3-5 hours,2,4,4-6 years,2,0-3 years,0,0-3 years,3,0-3 years
26,21-30 yrs old,No,Travel_Rarely,572,Sales,10,0-10KM,3,Medical,1,1836,3,Male,46,RM31-RM60,3,2,Sales Executive,4,Single,4684,RM0-RM5000,9125,1,0-2,Y,No,13,11-15%,3,1,80,0,5,4-6 years,4,3-5 hours,3,5,4-6 years,3,0-3 years,1,0-3 years,2,0-3 years
58,>50 yrs old,No,Travel_Frequently,1216,Research & Development,15,11-20KM,4,Life Sciences,1,1837,1,Male,87,RM61-RM90,3,4,Research Director,3,Married,15787,>RM15000,21624,2,0-2,Y,Yes,14,11-15%,3,2,80,0,23,>9 years,3,3-5 hours,3,2,0-3 years,2,0-3 years,2,0-3 years,2,0-3 years
18,<=20 yrs old,No,Non-Travel,1431,Research & Development,14,11-20KM,3,Medical,1,1839,2,Female,33,RM31-RM60,3,1,Research Scientist,3,Single,1514,RM0-RM5000,8018,1,0-2,Y,No,16,16-20%,3,3,80,0,0,0-3 years,4,3-5 hours,1,0,0-3 years,0,0-3 years,0,0-3 years,0,0-3 years
31,31-40 yrs old,Yes,Travel_Rarely,359,Human Resources,18,11-20KM,5,Human Resources,1,1842,4,Male,89,RM61-RM90,4,1,Human Resources,1,Married,2956,RM0-RM5000,21495,0,0-2,Y,No,17,16-20%,3,3,80,0,2,0-3 years,4,3-5 hours,3,1,0-3 years,0,0-3 years,0,0-3 years,0,0-3 years
29,21-30 yrs old,Yes,Travel_Rarely,350,Human Resources,13,11-20KM,3,Human Resources,1,1844,1,Male,56,RM31-RM60,2,1,Human Resources,1,Divorced,2335,RM0-RM5000,3157,4,3-5,Y,Yes,15,11-15%,3,4,80,3,4,4-6 years,3,3-5 hours,3,2,0-3 years,2,0-3 years,2,0-3 years,0,0-3 years
45,41-50 yrs old,No,Non-Travel,589,Sales,2,0-10KM,4,Life Sciences,1,1845,3,Female,67,RM61-RM90,3,2,Sales Executive,3,Married,5154,RM5001-RM10000,19665,4,3-5,Y,No,22,>20%,4,2,80,2,10,>9 years,3,3-5 hours,4,8,7-9 years,7,7-9 years,5,4-6 years,7,7-9 years
36,31-40 yrs old,No,Travel_Rarely,430,Research & Development,2,0-10KM,4,Other,1,1847,4,Female,73,RM61-RM90,3,2,Research Scientist,2,Married,6962,RM5001-RM10000,19573,4,3-5,Y,Yes,22,>20%,4,4,80,1,15,>9 years,2,0-2 hours,3,1,0-3 years,0,0-3 years,0,0-3 years,0,0-3 years
43,41-50 yrs old,No,Travel_Frequently,1422,Sales,2,0-10KM,4,Life Sciences,1,1849,1,Male,92,>RM90,3,2,Sales Executive,4,Married,5675,RM5001-RM10000,19246,1,0-2,Y,No,20,16-20%,4,3,80,1,7,7-9 years,5,3-5 hours,3,7,7-9 years,7,7-9 years,7,7-9 years,7,7-9 years
27,21-30 yrs old,No,Travel_Frequently,1297,Research & Development,5,0-10KM,2,Life Sciences,1,1850,4,Female,53,RM31-RM60,3,1,Laboratory Technician,4,Single,2379,RM0-RM5000,19826,0,0-2,Y,Yes,14,11-15%,3,3,80,0,6,4-6 years,3,3-5 hours,2,5,4-6 years,4,4-6 years,0,0-3 years,2,0-3 years
29,21-30 yrs old,No,Travel_Frequently,574,Research & Development,20,11-20KM,1,Medical,1,1852,4,Male,40,RM31-RM60,3,1,Laboratory Technician,4,Married,3812,RM0-RM5000,7003,1,0-2,Y,No,13,11-15%,3,2,80,0,11,>9 years,3,3-5 hours,4,11,>9 years,8,7-9 years,3,0-3 years,10,>9 years
32,31-40 yrs old,No,Travel_Frequently,1318,Sales,10,0-10KM,4,Marketing,1,1853,4,Male,79,RM61-RM90,3,2,Sales Executive,4,Single,4648,RM0-RM5000,26075,8,>5,Y,No,13,11-15%,3,3,80,0,4,4-6 years,2,0-2 hours,4,0,0-3 years,0,0-3 years,0,0-3 years,0,0-3 years
42,41-50 yrs old,No,Non-Travel,355,Research & Development,10,0-10KM,4,Technical Degree,1,1854,3,Male,38,RM31-RM60,3,1,Research Scientist,3,Married,2936,RM0-RM5000,6161,3,3-5,Y,No,22,>20%,4,2,80,2,10,>9 years,1,0-2 hours,2,6,4-6 years,3,0-3 years,3,0-3 years,3,0-3 years
47,41-50 yrs old,No,Travel_Rarely,207,Research & Development,9,0-10KM,4,Life Sciences,1,1856,2,Female,64,RM61-RM90,3,1,Laboratory Technician,3,Single,2105,RM0-RM5000,5411,4,3-5,Y,No,12,11-15%,3,3,80,0,7,7-9 years,2,0-2 hours,3,2,0-3 years,2,0-3 years,2,0-3 years,0,0-3 years
46,41-50 yrs old,No,Travel_Rarely,706,Research & Development,2,0-10KM,2,Life Sciences,1,1857,4,Male,82,RM61-RM90,3,3,Manufacturing Director,4,Divorced,8578,RM5001-RM10000,19989,3,3-5,Y,No,14,11-15%,3,3,80,1,12,>9 years,4,3-5 hours,2,9,7-9 years,8,7-9 years,4,4-6 years,7,7-9 years
28,21-30 yrs old,No,Non-Travel,280,Human Resources,1,0-10KM,2,Life Sciences,1,1858,3,Male,43,RM31-RM60,3,1,Human Resources,4,Divorced,2706,RM0-RM5000,10494,1,0-2,Y,No,15,11-15%,3,2,80,1,3,0-3 years,2,0-2 hours,3,3,0-3 years,2,0-3 years,2,0-3 years,2,0-3 years
29,21-30 yrs old,No,Travel_Rarely,726,Research & Development,29,>20KM,1,Life Sciences,1,1859,4,Male,93,>RM90,1,2,Healthcare Representative,3,Divorced,6384,RM5001-RM10000,21143,8,>5,Y,No,17,16-20%,3,4,80,2,11,>9 years,3,3-5 hours,3,7,7-9 years,0,0-3 years,1,0-3 years,6,4-6 years
42,41-50 yrs old,No,Travel_Rarely,1142,Research & Development,8,0-10KM,3,Life Sciences,1,1860,4,Male,81,RM61-RM90,3,1,Laboratory Technician,3,Single,3968,RM0-RM5000,13624,4,3-5,Y,No,13,11-15%,3,4,80,0,8,7-9 years,3,3-5 hours,3,0,0-3 years,0,0-3 years,0,0-3 years,0,0-3 years
32,31-40 yrs old,Yes,Travel_Rarely,414,Sales,2,0-10KM,4,Marketing,1,1862,3,Male,82,RM61-RM90,2,2,Sales Executive,2,Single,9907,RM5001-RM10000,26186,7,>5,Y,Yes,12,11-15%,3,3,80,0,7,7-9 years,3,3-5 hours,2,2,0-3 years,2,0-3 years,2,0-3 years,2,0-3 years
46,41-50 yrs old,No,Travel_Rarely,1319,Sales,3,0-10KM,3,Technical Degree,1,1863,1,Female,45,RM31-RM60,4,4,Sales Executive,1,Divorced,13225,RM10001-RM15000,7739,2,0-2,Y,No,12,11-15%,3,4,80,1,25,>9 years,5,3-5 hours,3,19,>9 years,17,>9 years,2,0-3 years,8,7-9 years
27,21-30 yrs old,No,Travel_Rarely,728,Sales,23,>20KM,1,Medical,1,1864,2,Female,36,RM31-RM60,2,2,Sales Representative,3,Married,3540,RM0-RM5000,7018,1,0-2,Y,No,21,>20%,4,4,80,1,9,7-9 years,5,3-5 hours,3,9,7-9 years,8,7-9 years,5,4-6 years,8,7-9 years
29,21-30 yrs old,No,Travel_Rarely,352,Human Resources,6,0-10KM,1,Medical,1,1865,4,Male,87,RM61-RM90,2,1,Human Resources,2,Married,2804,RM0-RM5000,15434,1,0-2,Y,No,11,11-15%,3,4,80,0,1,0-3 years,3,3-5 hours,3,1,0-3 years,0,0-3 years,0,0-3 years,0,0-3 years
43,41-50 yrs old,No,Travel_Rarely,823,Research & Development,6,0-10KM,3,Medical,1,1866,1,Female,81,RM61-RM90,2,5,Manager,3,Married,19392,>RM15000,22539,7,>5,Y,No,13,11-15%,3,4,80,0,21,>9 years,2,0-2 hours,3,16,>9 years,12,>9 years,6,4-6 years,14,>9 years
48,41-50 yrs old,No,Travel_Rarely,1224,Research & Development,10,0-10KM,3,Life Sciences,1,1867,4,Male,91,>RM90,2,5,Research Director,2,Married,19665,>RM15000,13583,4,3-5,Y,No,12,11-15%,3,4,80,0,29,>9 years,3,3-5 hours,3,22,>9 years,10,>9 years,12,>9 years,9,7-9 years
29,21-30 yrs old,Yes,Travel_Frequently,459,Research & Development,24,>20KM,2,Life Sciences,1,1868,4,Male,73,RM61-RM90,2,1,Research Scientist,4,Single,2439,RM0-RM5000,14753,1,0-2,Y,Yes,24,>20%,4,2,80,0,1,0-3 years,3,3-5 hours,2,1,0-3 years,0,0-3 years,1,0-3 years,0,0-3 years
46,41-50 yrs old,Yes,Travel_Rarely,1254,Sales,10,0-10KM,3,Life Sciences,1,1869,3,Female,64,RM61-RM90,3,3,Sales Executive,2,Married,7314,RM5001-RM10000,14011,5,3-5,Y,No,21,>20%,4,3,80,3,14,>9 years,2,0-2 hours,3,8,7-9 years,7,7-9 years,0,0-3 years,7,7-9 years
27,21-30 yrs old,No,Travel_Frequently,1131,Research & Development,15,11-20KM,3,Life Sciences,1,1870,4,Female,77,RM61-RM90,2,1,Research Scientist,1,Married,4774,RM0-RM5000,23844,0,0-2,Y,No,19,16-20%,3,4,80,1,8,7-9 years,2,0-2 hours,2,7,7-9 years,6,4-6 years,7,7-9 years,3,0-3 years
39,31-40 yrs old,No,Travel_Rarely,835,Research & Development,19,11-20KM,4,Other,1,1871,4,Male,41,RM31-RM60,3,2,Research Scientist,4,Divorced,3902,RM0-RM5000,5141,8,>5,Y,No,14,11-15%,3,2,80,3,7,7-9 years,2,0-2 hours,3,2,0-3 years,2,0-3 years,2,0-3 years,2,0-3 years
55,>50 yrs old,No,Travel_Rarely,836,Research & Development,2,0-10KM,4,Technical Degree,1,1873,2,Male,98,>RM90,2,1,Research Scientist,4,Married,2662,RM0-RM5000,7975,8,>5,Y,No,20,16-20%,4,2,80,1,19,>9 years,2,0-2 hours,4,5,4-6 years,2,0-3 years,0,0-3 years,4,4-6 years
28,21-30 yrs old,No,Travel_Rarely,1172,Sales,3,0-10KM,3,Medical,1,1875,2,Female,78,RM61-RM90,3,1,Sales Representative,2,Married,2856,RM0-RM5000,3692,1,0-2,Y,No,19,16-20%,3,4,80,1,1,0-3 years,3,3-5 hours,3,1,0-3 years,0,0-3 years,0,0-3 years,0,0-3 years
30,21-30 yrs old,Yes,Travel_Rarely,945,Sales,9,0-10KM,3,Medical,1,1876,2,Male,89,RM61-RM90,3,1,Sales Representative,4,Single,1081,RM0-RM5000,16019,1,0-2,Y,No,13,11-15%,3,3,80,0,1,0-3 years,3,3-5 hours,2,1,0-3 years,0,0-3 years,0,0-3 years,0,0-3 years
22,21-30 yrs old,Yes,Travel_Rarely,391,Research & Development,7,0-10KM,1,Life Sciences,1,1878,4,Male,75,RM61-RM90,3,1,Research Scientist,2,Single,2472,RM0-RM5000,26092,1,0-2,Y,Yes,23,>20%,4,1,80,0,1,0-3 years,2,0-2 hours,3,1,0-3 years,0,0-3 years,0,0-3 years,0,0-3 years
36,31-40 yrs old,No,Travel_Rarely,1266,Sales,10,0-10KM,4,Technical Degree,1,1880,2,Female,63,RM61-RM90,2,2,Sales Executive,3,Married,5673,RM5001-RM10000,6060,1,0-2,Y,Yes,13,11-15%,3,1,80,1,10,>9 years,4,3-5 hours,3,10,>9 years,9,7-9 years,1,0-3 years,7,7-9 years
31,31-40 yrs old,No,Travel_Rarely,311,Research & Development,20,11-20KM,3,Life Sciences,1,1881,2,Male,89,RM61-RM90,3,2,Laboratory Technician,3,Divorced,4197,RM0-RM5000,18624,1,0-2,Y,No,11,11-15%,3,1,80,1,10,>9 years,2,0-2 hours,3,10,>9 years,8,7-9 years,0,0-3 years,2,0-3 years
34,31-40 yrs old,No,Travel_Rarely,1480,Sales,4,0-10KM,3,Life Sciences,1,1882,3,Male,64,RM61-RM90,3,3,Sales Executive,4,Married,9713,RM5001-RM10000,24444,2,0-2,Y,Yes,13,11-15%,3,4,80,3,9,7-9 years,3,3-5 hours,3,5,4-6 years,3,0-3 years,1,0-3 years,0,0-3 years
29,21-30 yrs old,No,Travel_Rarely,592,Research & Development,7,0-10KM,3,Life Sciences,1,1883,4,Male,59,RM31-RM60,3,1,Laboratory Technician,1,Single,2062,RM0-RM5000,19384,3,3-5,Y,No,14,11-15%,3,2,80,0,11,>9 years,2,0-2 hours,3,3,0-3 years,2,0-3 years,1,0-3 years,2,0-3 years
37,31-40 yrs old,No,Travel_Rarely,783,Research & Development,7,0-10KM,4,Medical,1,1885,4,Male,78,RM61-RM90,3,2,Research Scientist,1,Married,4284,RM0-RM5000,13588,5,3-5,Y,Yes,22,>20%,4,3,80,1,16,>9 years,2,0-2 hours,3,5,4-6 years,3,0-3 years,0,0-3 years,4,4-6 years
35,31-40 yrs old,No,Travel_Rarely,219,Research & Development,16,11-20KM,2,Other,1,1886,4,Female,44,RM31-RM60,2,2,Manufacturing Director,2,Married,4788,RM0-RM5000,25388,0,0-2,Y,Yes,11,11-15%,3,4,80,0,4,4-6 years,2,0-2 hours,3,3,0-3 years,2,0-3 years,0,0-3 years,2,0-3 years
45,41-50 yrs old,No,Travel_Rarely,556,Research & Development,25,>20KM,2,Life Sciences,1,1888,2,Female,93,>RM90,2,2,Manufacturing Director,4,Married,5906,RM5001-RM10000,23888,0,0-2,Y,No,13,11-15%,3,4,80,2,10,>9 years,2,0-2 hours,2,9,7-9 years,8,7-9 years,3,0-3 years,8,7-9 years
36,31-40 yrs old,No,Travel_Frequently,1213,Human Resources,2,0-10KM,1,Human Resources,1,1890,2,Male,94,>RM90,2,2,Human Resources,4,Single,3886,RM0-RM5000,4223,1,0-2,Y,No,21,>20%,4,4,80,0,10,>9 years,2,0-2 hours,2,10,>9 years,1,0-3 years,0,0-3 years,8,7-9 years
40,31-40 yrs old,No,Travel_Rarely,1137,Research & Development,1,0-10KM,4,Life Sciences,1,1892,1,Male,98,>RM90,3,4,Manager,1,Divorced,16823,>RM15000,18991,2,0-2,Y,No,11,11-15%,3,1,80,1,22,>9 years,3,3-5 hours,3,19,>9 years,7,7-9 years,11,>9 years,16,>9 years
26,21-30 yrs old,No,Travel_Rarely,482,Research & Development,1,0-10KM,2,Life Sciences,1,1893,2,Female,90,RM61-RM90,2,1,Research Scientist,3,Married,2933,RM0-RM5000,14908,1,0-2,Y,Yes,13,11-15%,3,3,80,1,1,0-3 years,3,3-5 hours,2,1,0-3 years,0,0-3 years,1,0-3 years,0,0-3 years
27,21-30 yrs old,No,Travel_Rarely,511,Sales,2,0-10KM,2,Medical,1,1898,1,Female,89,RM61-RM90,4,2,Sales Executive,3,Single,6500,RM5001-RM10000,26997,0,0-2,Y,No,14,11-15%,3,2,80,0,9,7-9 years,5,3-5 hours,2,8,7-9 years,7,7-9 years,0,0-3 years,7,7-9 years
48,41-50 yrs old,No,Travel_Frequently,117,Research & Development,22,>20KM,3,Medical,1,1900,4,Female,58,RM31-RM60,3,4,Manager,4,Divorced,17174,>RM15000,2437,3,3-5,Y,No,11,11-15%,3,2,80,1,24,>9 years,3,3-5 hours,3,22,>9 years,17,>9 years,4,4-6 years,7,7-9 years
44,41-50 yrs old,No,Travel_Rarely,170,Research & Development,1,0-10KM,4,Life Sciences,1,1903,2,Male,78,RM61-RM90,4,2,Healthcare Representative,1,Married,5033,RM5001-RM10000,9364,2,0-2,Y,No,15,11-15%,3,4,80,1,10,>9 years,5,3-5 hours,3,2,0-3 years,0,0-3 years,2,0-3 years,2,0-3 years
